no,file,n_records,n_users
59,20241003/20241003.csv,1470,227
59,20240926/20240926.csv,999,229
59,20241002/20241002.csv,2062,229
59,20240927/20240927.csv,2900,231
59,20241005/20241005.csv,3817,237
59,20240929/20240929.csv,4662,239
60,20240926/20240926.csv,9821,67
60,20240927/20240927.csv,1192,67
61,20240930/20240930.csv,13901,70
61,20241009/20241009.csv,13004,86
61,20241007/20241007.csv,13506,99
61,20241006/20241006.csv,17009,122
61,20241001/20241001.csv,12699,136
61,20241008/20241008.csv,12796,146
61,20241011/20241011.csv,3702,148
61,20241010/20241010.csv,13114,158
61,20240928/20240928.csv,16435,174
61,20241004/20241004.csv,14172,180
61,20241003/20241003.csv,13310,186
61,20240926/20240926.csv,4287,190
61,20241002/20241002.csv,13739,196
61,20240927/20240927.csv,15397,207
61,20241005/20241005.csv,19610,223
61,20240929/20240929.csv,15897,230
62,20241012/20241012.csv,32232,106
62,20240930/20240930.csv,13238,119
62,20241015/20241015.csv,12744,133
62,20241023/20241023.csv,7296,140
62,20241024/20241024.csv,14856,150
62,20241025/20241025.csv,14259,158
62,20241022/20241022.csv,9832,166
62,20241014/20241014.csv,35347,190
62,20241013/20241013.csv,46674,215
62,20240827/20240827.csv,1,216
62,20240913/20240913.csv,5,217
62,20241009/20241009.csv,13603,223
62,20241007/20241007.csv,6676,228
62,20241006/20241006.csv,24439,241
62,20241001/20241001.csv,12574,243
62,20241008/20241008.csv,1841,245
62,20241016/20241016.csv,6423,251
62,20241011/20241011.csv,15488,254
62,20241018/20241018.csv,14153,262
62,20241027/20241027.csv,22762,266
62,20241020/20241020.csv,24695,278
62,20241021/20241021.csv,15629,282
62,20241019/20241019.csv,12048,288
62,20241026/20241026.csv,22063,290
62,20241010/20241010.csv,13415,297
62,20241017/20241017.csv,14196,300
62,20240928/20240928.csv,20586,306
62,20241004/20241004.csv,7433,306
62,20241003/20241003.csv,6868,308
62,20240926/20240926.csv,4604,310
62,20241002/20241002.csv,8556,313
62,20240927/20240927.csv,15058,320
62,20241005/20241005.csv,21215,325
62,20240929/20240929.csv,23956,330
63,20241012/20241012.csv,16661,85
63,20240930/20240930.csv,11883,99
63,20241015/20241015.csv,3178,106
63,20241023/20241023.csv,3963,121
63,20241024/20241024.csv,2044,126
63,20241025/20241025.csv,5371,137
63,20241022/20241022.csv,4466,143
63,20241014/20241014.csv,18281,163
63,20241013/20241013.csv,23470,179
63,20240827/20240827.csv,1,179
63,20241009/20241009.csv,12489,187
63,20241007/20241007.csv,8964,187
63,20241006/20241006.csv,14205,194
63,20241001/20241001.csv,9846,199
63,20241008/20241008.csv,3408,203
63,20241030/20241030.csv,8736,207
63,20241029/20241029.csv,11416,213
63,20241016/20241016.csv,4403,215
63,20241011/20241011.csv,5433,219
63,20241018/20241018.csv,5853,222
63,20241027/20241027.csv,5594,229
63,20241020/20241020.csv,7488,234
63,20241021/20241021.csv,6719,237
63,20241019/20241019.csv,2511,238
63,20241026/20241026.csv,9286,247
63,20241010/20241010.csv,17410,249
63,20241028/20241028.csv,4472,254
63,20241017/20241017.csv,4901,256
63,20240928/20240928.csv,13609,261
63,20241004/20241004.csv,9773,262
63,20241003/20241003.csv,8426,263
63,20240926/20240926.csv,5254,267
63,20241002/20241002.csv,10066,272
63,20240927/20240927.csv,10610,273
63,20241005/20241005.csv,14460,277
63,20240929/20240929.csv,7152,284
64,20241023/20241023.csv,24938,152
64,20241024/20241024.csv,18353,207
64,20241022/20241022.csv,9447,227
64,20241009/20241009.csv,18302,250
64,20241006/20241006.csv,1571,253
64,20241008/20241008.csv,14862,269
64,20241018/20241018.csv,6708,276
64,20241020/20241020.csv,19829,299
64,20241021/20241021.csv,18523,314
64,20241019/20241019.csv,1156,315
64,20241010/20241010.csv,2823,315
64,20240928/20240928.csv,450,315
64,20241004/20241004.csv,5455,321
64,20240926/20240926.csv,15813,330
64,20240927/20240927.csv,19432,345
64,20241005/20241005.csv,6070,348
65,20241023/20241023.csv,15817,146
65,20241024/20241024.csv,13216,205
65,20241025/20241025.csv,13592,239
65,20241022/20241022.csv,12664,257
65,20241016/20241016.csv,2,257
65,20241018/20241018.csv,16479,295
65,20241020/20241020.csv,26427,344
65,20241021/20241021.csv,16196,364
65,20241019/20241019.csv,21672,384
65,20241017/20241017.csv,1093,385
66,20240827/20240827.csv,1,1
66,20240913/20240913.csv,1,1
66,20240926/20240926.csv,171,8
67,20241012/20241012.csv,86337,170
67,20241015/20241015.csv,36438,210
67,20241014/20241014.csv,72029,260
67,20241013/20241013.csv,91329,281
67,20241016/20241016.csv,30685,298
67,20241011/20241011.csv,22700,308
67,20241018/20241018.csv,44986,326
67,20241020/20241020.csv,50113,339
67,20241019/20241019.csv,62119,353
67,20241017/20241017.csv,30141,362
68,20241012/20241012.csv,77029,173
68,20241015/20241015.csv,41942,211
68,20241023/20241023.csv,32299,250
68,20241024/20241024.csv,33314,266
68,20241025/20241025.csv,38297,289
68,20241022/20241022.csv,35159,301
68,20241014/20241014.csv,79137,328
68,20241013/20241013.csv,95219,358
68,20240826/20240826.csv,683,359
68,20240913/20240913.csv,3,359
68,20241016/20241016.csv,34141,369
68,20241011/20241011.csv,25295,372
68,20241018/20241018.csv,45927,389
68,20241027/20241027.csv,26776,396
68,20241020/20241020.csv,66989,416
68,20241021/20241021.csv,47752,426
68,20241019/20241019.csv,58087,439
68,20241026/20241026.csv,79735,451
68,20241017/20241017.csv,35556,458
70,20241012/20241012.csv,34155,122
70,20240930/20240930.csv,18877,152
70,20241015/20241015.csv,18582,177
70,20241023/20241023.csv,15779,195
70,20241024/20241024.csv,16855,204
70,20241025/20241025.csv,15885,218
70,20241022/20241022.csv,18982,232
70,20241014/20241014.csv,35227,252
70,20241013/20241013.csv,42330,270
70,20240827/20240827.csv,1,270
70,20240913/20240913.csv,7,270
70,20241009/20241009.csv,9563,285
70,20241007/20241007.csv,18828,297
70,20241006/20241006.csv,39224,310
70,20241001/20241001.csv,19070,316
70,20241008/20241008.csv,18767,319
70,20241016/20241016.csv,18199,322
70,20241011/20241011.csv,21954,334
70,20241018/20241018.csv,16447,343
70,20241020/20241020.csv,31541,354
70,20241021/20241021.csv,18145,357
70,20241019/20241019.csv,20165,361
70,20241010/20241010.csv,24156,366
70,20241017/20241017.csv,14398,368
70,20240928/20240928.csv,30967,376
70,20241004/20241004.csv,18705,379
70,20241003/20241003.csv,16697,383
70,20240926/20240926.csv,17,384
70,20241002/20241002.csv,20001,387
70,20240927/20240927.csv,7118,388
70,20241005/20241005.csv,37242,398
70,20240929/20240929.csv,32882,404
71,20241012/20241012.csv,22314,74
71,20240930/20240930.csv,6444,90
71,20241015/20241015.csv,1937,90
71,20241023/20241023.csv,4146,99
71,20241024/20241024.csv,5451,102
71,20241025/20241025.csv,8129,110
71,20241022/20241022.csv,2199,111
71,20241014/20241014.csv,17317,131
71,20241013/20241013.csv,29129,160
71,20241009/20241009.csv,8997,163
71,20241007/20241007.csv,5441,165
71,20241006/20241006.csv,14564,171
71,20241001/20241001.csv,2198,171
71,20241008/20241008.csv,1370,172
71,20241016/20241016.csv,7232,176
71,20241011/20241011.csv,8265,182
71,20241018/20241018.csv,7622,185
71,20241020/20241020.csv,18297,198
71,20241021/20241021.csv,10075,204
71,20241019/20241019.csv,10627,206
71,20241010/20241010.csv,6369,211
71,20241017/20241017.csv,6380,212
71,20240928/20240928.csv,13950,219
71,20241004/20241004.csv,6558,220
71,20241003/20241003.csv,4802,221
71,20240926/20240926.csv,7484,224
71,20241002/20241002.csv,5512,225
71,20240927/20240927.csv,8461,226
71,20241005/20241005.csv,16605,235
71,20240929/20240929.csv,12613,246
72,20241012/20241012.csv,28854,152
72,20241015/20241015.csv,18473,189
72,20241014/20241014.csv,12834,210
72,20241013/20241013.csv,28556,252
72,20241009/20241009.csv,14576,263
72,20241008/20241008.csv,8,263
72,20241016/20241016.csv,15576,287
72,20241011/20241011.csv,26675,314
72,20241018/20241018.csv,19048,325
72,20241019/20241019.csv,2364,326
72,20241010/20241010.csv,17276,341
72,20241017/20241017.csv,16431,351
73,20241012/20241012.csv,20883,77
73,20240930/20240930.csv,8984,87
73,20241014/20241014.csv,20057,111
73,20241013/20241013.csv,26366,153
73,20240913/20240913.csv,73,156
73,20241009/20241009.csv,747,157
73,20241007/20241007.csv,8916,164
73,20241006/20241006.csv,19422,177
73,20241001/20241001.csv,5613,181
73,20241008/20241008.csv,7577,186
73,20241011/20241011.csv,8930,192
73,20241010/20241010.csv,6145,196
73,20240910/20240910.csv,42,196
73,20240928/20240928.csv,13234,209
73,20241004/20241004.csv,6426,213
73,20241003/20241003.csv,5127,215
73,20240926/20240926.csv,168,215
73,20241002/20241002.csv,1234,215
73,20240927/20240927.csv,7406,219
73,20241005/20241005.csv,18790,222
73,20240929/20240929.csv,14647,230
74,20241012/20241012.csv,33945,119
74,20240930/20240930.csv,17458,146
74,20241015/20241015.csv,20610,164
74,20241023/20241023.csv,16590,173
74,20241024/20241024.csv,14810,177
74,20241025/20241025.csv,16550,188
74,20241022/20241022.csv,18711,199
74,20241014/20241014.csv,51714,227
74,20241013/20241013.csv,56380,236
74,20241007/20241007.csv,17112,246
74,20241006/20241006.csv,40968,255
74,20241001/20241001.csv,15226,262
74,20241008/20241008.csv,16223,267
74,20241016/20241016.csv,24126,273
74,20241011/20241011.csv,22069,277
74,20241018/20241018.csv,14827,284
74,20241027/20241027.csv,41725,302
74,20241020/20241020.csv,38721,310
74,20241021/20241021.csv,20418,315
74,20241019/20241019.csv,30777,322
74,20241026/20241026.csv,36226,329
74,20241010/20241010.csv,18951,333
74,20241028/20241028.csv,18975,337
74,20241017/20241017.csv,15215,341
74,20240928/20240928.csv,35415,349
74,20241004/20241004.csv,17889,353
74,20241003/20241003.csv,14259,353
74,20240926/20240926.csv,132,353
74,20240927/20240927.csv,17661,358
74,20241005/20241005.csv,34764,360
74,20240929/20240929.csv,36914,369
75,20241012/20241012.csv,35160,89
75,20240930/20240930.csv,16168,116
75,20241015/20241015.csv,14090,134
75,20241023/20241023.csv,15014,147
75,20241024/20241024.csv,6785,154
75,20241025/20241025.csv,20082,158
75,20241022/20241022.csv,13990,176
75,20241014/20241014.csv,39797,194
75,20241013/20241013.csv,55929,221
75,20240913/20240913.csv,232,222
75,20241009/20241009.csv,14780,225
75,20241007/20241007.csv,14477,228
75,20241006/20241006.csv,36945,243
75,20241001/20241001.csv,13730,244
75,20241008/20241008.csv,9669,247
75,20241030/20241030.csv,2160,247
75,20241029/20241029.csv,8400,255
75,20241016/20241016.csv,19986,257
75,20241011/20241011.csv,18039,266
75,20241018/20241018.csv,10475,268
75,20241027/20241027.csv,36211,273
75,20241020/20241020.csv,34169,277
75,20241021/20241021.csv,10898,280
75,20241019/20241019.csv,22956,285
75,20241026/20241026.csv,45357,297
75,20241010/20241010.csv,4445,300
75,20241028/20241028.csv,9398,301
75,20241017/20241017.csv,7226,301
75,20240928/20240928.csv,24873,304
75,20241004/20241004.csv,12032,305
75,20241003/20241003.csv,1734,307
75,20240926/20240926.csv,212,307
75,20241002/20241002.csv,14845,308
75,20240927/20240927.csv,11355,309
75,20241005/20241005.csv,35861,314
75,20240929/20240929.csv,28396,320
76,20241012/20241012.csv,12048,78
76,20241015/20241015.csv,3732,92
76,20241023/20241023.csv,2006,97
76,20241024/20241024.csv,4032,106
76,20241025/20241025.csv,4300,112
76,20241022/20241022.csv,3477,118
76,20241014/20241014.csv,13307,140
76,20241013/20241013.csv,19844,168
76,20241009/20241009.csv,3318,171
76,20241008/20241008.csv,2,171
76,20241030/20241030.csv,969,172
76,20241029/20241029.csv,1673,176
76,20241016/20241016.csv,2453,177
76,20241011/20241011.csv,3531,183
76,20241018/20241018.csv,2899,184
76,20241027/20241027.csv,4230,192
76,20241020/20241020.csv,9274,199
76,20241021/20241021.csv,3640,205
76,20241019/20241019.csv,3819,210
76,20241026/20241026.csv,4254,216
76,20241010/20241010.csv,3012,217
76,20241028/20241028.csv,2333,218
76,20241017/20241017.csv,3003,219
77,20241012/20241012.csv,7251,77
77,20240930/20240930.csv,5834,103
77,20241015/20241015.csv,4087,117
77,20241023/20241023.csv,3083,130
77,20241024/20241024.csv,3295,142
77,20241025/20241025.csv,3796,153
77,20241022/20241022.csv,3549,158
77,20241014/20241014.csv,4253,167
77,20241013/20241013.csv,5234,177
77,20241009/20241009.csv,5877,182
77,20241007/20241007.csv,6104,190
77,20241006/20241006.csv,4910,192
77,20241001/20241001.csv,4981,202
77,20241008/20241008.csv,4975,203
77,20241030/20241030.csv,1364,203
77,20241029/20241029.csv,3513,203
77,20241016/20241016.csv,4390,207
77,20241011/20241011.csv,7574,217
77,20241018/20241018.csv,4050,222
77,20241027/20241027.csv,2793,227
77,20241020/20241020.csv,3888,230
77,20241021/20241021.csv,3942,233
77,20241019/20241019.csv,3765,236
77,20241026/20241026.csv,3960,243
77,20241010/20241010.csv,7086,244
77,20241028/20241028.csv,2786,247
77,20241017/20241017.csv,3262,250
77,20240928/20240928.csv,5988,253
77,20241004/20241004.csv,5805,259
77,20241003/20241003.csv,4393,259
77,20240926/20240926.csv,379,260
77,20241002/20241002.csv,4490,263
77,20240927/20240927.csv,4193,264
77,20241005/20241005.csv,6971,270
77,20240929/20240929.csv,5523,272
78,20241012/20241012.csv,25085,91
78,20240930/20240930.csv,13187,105
78,20241015/20241015.csv,7816,114
78,20241023/20241023.csv,11206,122
78,20241024/20241024.csv,13250,135
78,20241025/20241025.csv,8971,144
78,20241022/20241022.csv,11991,154
78,20241014/20241014.csv,27925,174
78,20241013/20241013.csv,38102,198
78,20240828/20240828.csv,1,198
78,20241009/20241009.csv,6159,202
78,20241007/20241007.csv,8094,204
78,20241006/20241006.csv,24566,216
78,20241001/20241001.csv,7398,219
78,20241008/20241008.csv,8320,223
78,20241030/20241030.csv,4810,223
78,20241029/20241029.csv,6759,224
78,20241016/20241016.csv,4902,227
78,20241011/20241011.csv,10080,232
78,20241018/20241018.csv,8474,234
78,20241027/20241027.csv,23916,241
78,20241020/20241020.csv,18402,245
78,20241021/20241021.csv,7110,247
78,20241019/20241019.csv,9214,252
78,20241026/20241026.csv,20590,257
78,20241010/20241010.csv,6154,262
78,20241028/20241028.csv,8725,265
78,20241017/20241017.csv,7442,265
78,20240928/20240928.csv,13972,272
78,20241004/20241004.csv,8727,272
78,20241003/20241003.csv,7521,276
78,20240926/20240926.csv,19,276
78,20241002/20241002.csv,8578,279
78,20240927/20240927.csv,2859,279
78,20241005/20241005.csv,24103,283
78,20240929/20240929.csv,16136,285
