no,file,n_records,n_users
28,20241012/20241012.csv,6375,72
28,20240930/20240930.csv,2882,78
28,20241015/20241015.csv,4891,96
28,20241023/20241023.csv,3392,109
28,20241024/20241024.csv,3769,116
28,20241025/20241025.csv,3850,126
28,20241022/20241022.csv,3627,132
28,20241014/20241014.csv,6477,145
28,20241013/20241013.csv,4837,158
28,20240913/20240913.csv,11,160
28,20241009/20241009.csv,5516,167
28,20241007/20241007.csv,4593,171
28,20241006/20241006.csv,6153,183
28,20241001/20241001.csv,3232,187
28,20241008/20241008.csv,5121,191
28,20241016/20241016.csv,4679,196
28,20241011/20241011.csv,2358,199
28,20241018/20241018.csv,5685,206
28,20241027/20241027.csv,4154,208
28,20241020/20241020.csv,4745,219
28,20241021/20241021.csv,6286,224
28,20241019/20241019.csv,4527,227
28,20241026/20241026.csv,7073,235
28,20241010/20241010.csv,3540,239
28,20241028/20241028.csv,1611,241
28,20241017/20241017.csv,1441,243
28,20240928/20240928.csv,5746,249
28,20241004/20241004.csv,2678,253
28,20241003/20241003.csv,3914,255
28,20240926/20240926.csv,469,257
28,20241002/20241002.csv,4201,263
28,20240927/20240927.csv,4471,265
28,20241005/20241005.csv,4066,271
28,20240929/20240929.csv,3728,272
29,20240913/20240913.csv,113,4
29,20241001/20241001.csv,4884,73
30,20241012/20241012.csv,14081,134
30,20241015/20241015.csv,8124,173
30,20241023/20241023.csv,10694,206
30,20241024/20241024.csv,10777,230
30,20241025/20241025.csv,12060,251
30,20241022/20241022.csv,13606,268
30,20241014/20241014.csv,11413,291
30,20241013/20241013.csv,12782,304
30,20241009/20241009.csv,7688,315
30,20241007/20241007.csv,7634,325
30,20241006/20241006.csv,10001,337
30,20241001/20241001.csv,2062,345
30,20241008/20241008.csv,10505,353
30,20241016/20241016.csv,7436,357
30,20241011/20241011.csv,6734,367
30,20241018/20241018.csv,17629,384
30,20241020/20241020.csv,12959,394
30,20241021/20241021.csv,1024,395
30,20241019/20241019.csv,12794,404
30,20241010/20241010.csv,6535,411
30,20241017/20241017.csv,12391,417
30,20241004/20241004.csv,9007,422
30,20241003/20241003.csv,7305,429
30,20241002/20241002.csv,4135,433
30,20241005/20241005.csv,8057,444
31,20241012/20241012.csv,35529,211
31,20241015/20241015.csv,20486,259
31,20241023/20241023.csv,15909,295
31,20241024/20241024.csv,19810,322
31,20241025/20241025.csv,25560,350
31,20241022/20241022.csv,27304,377
31,20241014/20241014.csv,26248,399
31,20241013/20241013.csv,29706,427
31,20241009/20241009.csv,19426,437
31,20241007/20241007.csv,13137,447
31,20241006/20241006.csv,22200,464
31,20241001/20241001.csv,7268,468
31,20241008/20241008.csv,19046,477
31,20241016/20241016.csv,15575,489
31,20241011/20241011.csv,25553,504
31,20241018/20241018.csv,21511,512
31,20241027/20241027.csv,27442,527
31,20241020/20241020.csv,28064,542
31,20241021/20241021.csv,26865,547
31,20241019/20241019.csv,16501,554
31,20241026/20241026.csv,30903,569
31,20241010/20241010.csv,19507,575
31,20241028/20241028.csv,14618,579
31,20241017/20241017.csv,24284,584
31,20241004/20241004.csv,17219,590
31,20241003/20241003.csv,12835,593
31,20241002/20241002.csv,15690,601
31,20241005/20241005.csv,24825,613
32,20241012/20241012.csv,20085,103
32,20241015/20241015.csv,19064,141
32,20241023/20241023.csv,14933,172
32,20241024/20241024.csv,13084,190
32,20241025/20241025.csv,16567,202
32,20241022/20241022.csv,14319,212
32,20241014/20241014.csv,19353,227
32,20241013/20241013.csv,21109,248
32,20240913/20240913.csv,78,251
32,20241009/20241009.csv,20449,269
32,20241007/20241007.csv,16299,276
32,20241006/20241006.csv,16385,284
32,20241001/20241001.csv,3713,287
32,20241008/20241008.csv,15629,294
32,20241016/20241016.csv,13034,297
32,20241011/20241011.csv,24780,308
32,20241018/20241018.csv,14196,317
32,20241027/20241027.csv,13681,323
32,20241020/20241020.csv,16695,333
32,20241021/20241021.csv,16189,340
32,20241019/20241019.csv,13310,343
32,20241026/20241026.csv,16693,353
32,20241010/20241010.csv,8880,362
32,20241028/20241028.csv,11980,367
32,20241017/20241017.csv,13336,374
32,20241004/20241004.csv,15266,375
32,20241003/20241003.csv,15074,378
32,20241002/20241002.csv,13700,383
32,20241005/20241005.csv,15997,387
33,20241012/20241012.csv,113104,173
33,20240930/20240930.csv,9451,208
33,20241015/20241015.csv,9037,238
33,20241023/20241023.csv,55666,268
33,20241024/20241024.csv,51687,298
33,20241025/20241025.csv,70019,325
33,20241022/20241022.csv,62484,337
33,20241014/20241014.csv,87319,369
33,20241013/20241013.csv,100381,388
33,20240913/20240913.csv,101,389
33,20241009/20241009.csv,31163,415
33,20241007/20241007.csv,15685,424
33,20241006/20241006.csv,53420,442
33,20241001/20241001.csv,33607,454
33,20241008/20241008.csv,53856,468
33,20241016/20241016.csv,62211,476
33,20241011/20241011.csv,41611,489
33,20241018/20241018.csv,60079,500
33,20241027/20241027.csv,64412,516
33,20241020/20241020.csv,69154,537
33,20241021/20241021.csv,7965,541
33,20241019/20241019.csv,82353,555
33,20241026/20241026.csv,75502,565
33,20241010/20241010.csv,30604,570
33,20241028/20241028.csv,33184,575
33,20241017/20241017.csv,51667,585
33,20240928/20240928.csv,99652,597
33,20241004/20241004.csv,52279,610
33,20241003/20241003.csv,43293,621
33,20240926/20240926.csv,33716,625
33,20241002/20241002.csv,34700,635
33,20240927/20240927.csv,77079,642
33,20241005/20241005.csv,56559,648
33,20240929/20240929.csv,93032,656
34,20241012/20241012.csv,13423,199
34,20240930/20240930.csv,11106,262
34,20241015/20241015.csv,9130,314
34,20241023/20241023.csv,8089,350
34,20241024/20241024.csv,5236,366
34,20241022/20241022.csv,8814,391
34,20241014/20241014.csv,10068,415
34,20241013/20241013.csv,12821,444
34,20241009/20241009.csv,9949,464
34,20241007/20241007.csv,11970,488
34,20241006/20241006.csv,13258,507
34,20241001/20241001.csv,10445,530
34,20241008/20241008.csv,8781,547
34,20241016/20241016.csv,9590,560
34,20241011/20241011.csv,13039,571
34,20241018/20241018.csv,9950,581
34,20241020/20241020.csv,10437,590
34,20241021/20241021.csv,9853,595
34,20241019/20241019.csv,9638,601
34,20241010/20241010.csv,10884,611
34,20241017/20241017.csv,8771,620
34,20240928/20240928.csv,11683,623
34,20241004/20241004.csv,10847,630
34,20241003/20241003.csv,13274,642
34,20240926/20240926.csv,6231,644
34,20241002/20241002.csv,12632,653
34,20240927/20240927.csv,11355,657
34,20241005/20241005.csv,11384,667
34,20240929/20240929.csv,10468,670
35,20241012/20241012.csv,41479,153
35,20240930/20240930.csv,21337,196
35,20241015/20241015.csv,35682,240
35,20241023/20241023.csv,16586,262
35,20241024/20241024.csv,20625,285
35,20241022/20241022.csv,20331,312
35,20241014/20241014.csv,29720,337
35,20241013/20241013.csv,46206,362
35,20240826/20240826.csv,662,363
35,20240913/20240913.csv,6,363
35,20241009/20241009.csv,21932,384
35,20241007/20241007.csv,14545,385
35,20241006/20241006.csv,28429,405
35,20241001/20241001.csv,17640,415
35,20241008/20241008.csv,16844,422
35,20241016/20241016.csv,18856,429
35,20241011/20241011.csv,29330,441
35,20241018/20241018.csv,24221,446
35,20241020/20241020.csv,34434,456
35,20241021/20241021.csv,26616,461
35,20241019/20241019.csv,17404,464
35,20241010/20241010.csv,22576,471
35,20241017/20241017.csv,23313,478
35,20240928/20240928.csv,26165,486
35,20241004/20241004.csv,16985,499
35,20241003/20241003.csv,8879,501
35,20240926/20240926.csv,6481,502
35,20241002/20241002.csv,18307,512
35,20240927/20240927.csv,21072,513
35,20241005/20241005.csv,30290,520
35,20240929/20240929.csv,24207,529
36,20240930/20240930.csv,7366,123
36,20241007/20241007.csv,10012,190
36,20241006/20241006.csv,12129,239
36,20241001/20241001.csv,7374,255
36,20241008/20241008.csv,275,257
36,20240928/20240928.csv,12766,281
36,20241004/20241004.csv,11609,308
36,20241003/20241003.csv,8798,323
36,20240926/20240926.csv,6302,334
36,20241002/20241002.csv,8538,353
36,20240927/20240927.csv,10505,359
36,20241005/20241005.csv,14915,388
36,20240929/20240929.csv,10813,403
37,20241012/20241012.csv,23241,103
37,20240930/20240930.csv,23380,142
37,20241015/20241015.csv,24870,166
37,20241023/20241023.csv,20854,188
37,20241024/20241024.csv,20992,211
37,20241025/20241025.csv,24922,225
37,20241022/20241022.csv,25025,244
37,20241014/20241014.csv,27701,258
37,20241013/20241013.csv,22472,276
37,20240913/20240913.csv,28,277
37,20241009/20241009.csv,23058,286
37,20241007/20241007.csv,15821,297
37,20241006/20241006.csv,27136,311
37,20241001/20241001.csv,18612,317
37,20241008/20241008.csv,26527,320
37,20241030/20241030.csv,14709,328
37,20241029/20241029.csv,25107,334
37,20241016/20241016.csv,22824,336
37,20241011/20241011.csv,27711,338
37,20241018/20241018.csv,22868,343
37,20241027/20241027.csv,25178,348
37,20241020/20241020.csv,27217,357
37,20241021/20241021.csv,28728,362
37,20241019/20241019.csv,26161,366
37,20241026/20241026.csv,26555,374
37,20241010/20241010.csv,26210,379
37,20241028/20241028.csv,25551,386
37,20241017/20241017.csv,17772,393
37,20240928/20240928.csv,20354,397
37,20241004/20241004.csv,24807,409
37,20241003/20241003.csv,20687,412
37,20240926/20240926.csv,8860,413
37,20241002/20241002.csv,19971,422
37,20240927/20240927.csv,22505,426
37,20241005/20241005.csv,22149,436
37,20240929/20240929.csv,22091,440
38,20241012/20241012.csv,105662,419
38,20241015/20241015.csv,77688,552
38,20241023/20241023.csv,75683,656
38,20241024/20241024.csv,39110,714
38,20241022/20241022.csv,71060,780
38,20241014/20241014.csv,106765,860
38,20241013/20241013.csv,110866,944
38,20241009/20241009.csv,78677,1006
38,20241007/20241007.csv,83862,1062
38,20241006/20241006.csv,99281,1143
38,20241001/20241001.csv,32162,1175
38,20241008/20241008.csv,78917,1234
38,20241016/20241016.csv,75870,1290
38,20241011/20241011.csv,100713,1362
38,20241018/20241018.csv,86767,1425
38,20241020/20241020.csv,95753,1476
38,20241021/20241021.csv,79611,1530
38,20241019/20241019.csv,88188,1576
38,20241010/20241010.csv,88431,1636
38,20241017/20241017.csv,83701,1681
38,20241004/20241004.csv,88270,1757
38,20241003/20241003.csv,79818,1803
38,20241002/20241002.csv,74937,1858
38,20241005/20241005.csv,97526,1910
39,20241012/20241012.csv,2099,29
39,20240930/20240930.csv,391,32
39,20241023/20241023.csv,661,32
39,20241024/20241024.csv,558,35
39,20241025/20241025.csv,595,35
39,20241014/20241014.csv,2007,50
39,20241013/20241013.csv,2864,60
39,20241009/20241009.csv,656,61
39,20241007/20241007.csv,681,63
39,20241006/20241006.csv,1342,69
39,20241001/20241001.csv,1,69
39,20241008/20241008.csv,2,69
39,20241030/20241030.csv,487,70
39,20241029/20241029.csv,3,70
39,20241016/20241016.csv,992,72
39,20241011/20241011.csv,557,72
39,20241018/20241018.csv,322,74
39,20241027/20241027.csv,2403,78
39,20241020/20241020.csv,1324,82
39,20241021/20241021.csv,1163,82
39,20241019/20241019.csv,1003,83
39,20241026/20241026.csv,1023,85
39,20241010/20241010.csv,601,85
39,20241028/20241028.csv,513,87
39,20241017/20241017.csv,671,89
39,20241004/20241004.csv,150,89
39,20241003/20241003.csv,1116,90
39,20241002/20241002.csv,726,92
39,20241005/20241005.csv,967,93
40,20241012/20241012.csv,15001,158
40,20241015/20241015.csv,16045,203
40,20241023/20241023.csv,13487,237
40,20241024/20241024.csv,9001,255
40,20241022/20241022.csv,12568,273
40,20241014/20241014.csv,9149,295
40,20241013/20241013.csv,10774,317
40,20240827/20240827.csv,1,317
40,20241009/20241009.csv,23883,335
40,20241007/20241007.csv,9018,340
40,20241008/20241008.csv,15071,356
40,20241016/20241016.csv,19434,364
40,20241011/20241011.csv,15670,379
40,20241018/20241018.csv,18427,389
40,20241020/20241020.csv,14309,400
40,20241021/20241021.csv,10644,411
40,20241019/20241019.csv,20864,423
40,20241010/20241010.csv,20335,437
40,20241017/20241017.csv,22810,441
41,20241012/20241012.csv,52497,242
41,20241015/20241015.csv,51061,337
41,20241023/20241023.csv,47342,396
41,20241024/20241024.csv,27796,429
41,20241022/20241022.csv,45882,464
41,20241014/20241014.csv,50513,490
41,20241013/20241013.csv,64024,523
41,20241009/20241009.csv,49248,558
41,20241007/20241007.csv,23729,575
41,20241008/20241008.csv,47656,598
41,20241016/20241016.csv,48314,623
41,20241011/20241011.csv,56367,644
41,20241018/20241018.csv,48388,666
41,20241020/20241020.csv,51273,681
41,20241021/20241021.csv,46484,695
41,20241019/20241019.csv,47232,706
41,20241010/20241010.csv,48105,714
41,20241017/20241017.csv,47535,725
43,20240913/20240913.csv,1,1
43,20241009/20241009.csv,3076,40
43,20241007/20241007.csv,7292,75
43,20241008/20241008.csv,14896,111
44,20241012/20241012.csv,3908,58
44,20240930/20240930.csv,3182,71
44,20241022/20241022.csv,12057,113
44,20241013/20241013.csv,2500,128
44,20240913/20240913.csv,1,128
44,20241011/20241011.csv,29492,200
44,20241027/20241027.csv,7769,219
44,20241020/20241020.csv,3700,223
44,20241026/20241026.csv,11905,243
44,20241010/20241010.csv,9966,251
45,20241012/20241012.csv,19726,154
45,20240930/20240930.csv,15034,168
45,20241015/20241015.csv,23774,207
45,20241023/20241023.csv,19331,234
45,20241024/20241024.csv,639,235
45,20241022/20241022.csv,20952,261
45,20241014/20241014.csv,22369,283
45,20241013/20241013.csv,18536,309
45,20240913/20240913.csv,1,309
45,20241009/20241009.csv,41098,319
45,20241007/20241007.csv,43415,336
45,20241006/20241006.csv,45843,361
45,20241001/20241001.csv,40128,371
45,20241008/20241008.csv,42352,386
45,20241016/20241016.csv,18333,392
45,20241011/20241011.csv,6504,397
45,20241018/20241018.csv,21918,407
45,20241020/20241020.csv,23610,418
45,20241021/20241021.csv,20497,432
45,20241019/20241019.csv,26850,442
45,20241010/20241010.csv,37896,453
45,20241017/20241017.csv,25894,454
45,20241004/20241004.csv,43074,458
45,20241003/20241003.csv,36720,467
45,20241002/20241002.csv,33836,475
45,20241005/20241005.csv,44577,481
46,20241012/20241012.csv,2511,38
46,20241022/20241022.csv,5847,70
46,20241013/20241013.csv,879,79
46,20241016/20241016.csv,24292,149
46,20241011/20241011.csv,6795,164
46,20241027/20241027.csv,2707,176
46,20241020/20241020.csv,1065,179
46,20241026/20241026.csv,6738,194
46,20241017/20241017.csv,5300,198
47,20241012/20241012.csv,8002,79
47,20241015/20241015.csv,5210,112
47,20241023/20241023.csv,5170,129
47,20241024/20241024.csv,5340,148
47,20241025/20241025.csv,4694,154
47,20241022/20241022.csv,1628,169
47,20241014/20241014.csv,8673,181
47,20241013/20241013.csv,13298,204
47,20241009/20241009.csv,4931,213
47,20241007/20241007.csv,2757,218
47,20241006/20241006.csv,7335,223
47,20241008/20241008.csv,1071,225
47,20241029/20241029.csv,1928,228
47,20241016/20241016.csv,3247,229
47,20241011/20241011.csv,4564,237
47,20241018/20241018.csv,5215,242
47,20241027/20241027.csv,7321,249
47,20241020/20241020.csv,8922,260
47,20241021/20241021.csv,5337,263
47,20241019/20241019.csv,6070,269
47,20241026/20241026.csv,6973,273
47,20241010/20241010.csv,4696,278
47,20241028/20241028.csv,4615,282
47,20241017/20241017.csv,5791,286
47,20241004/20241004.csv,4019,291
47,20241003/20241003.csv,2495,291
47,20241002/20241002.csv,17,291
47,20241005/20241005.csv,5976,303
48,20241012/20241012.csv,4211,43
48,20241015/20241015.csv,1445,52
48,20241023/20241023.csv,2048,61
48,20241024/20241024.csv,2146,71
48,20241025/20241025.csv,2850,84
48,20241022/20241022.csv,4376,90
48,20241014/20241014.csv,5087,102
48,20241013/20241013.csv,8110,114
48,20241009/20241009.csv,4018,119
48,20241007/20241007.csv,1547,123
48,20241006/20241006.csv,4681,130
48,20241008/20241008.csv,4610,134
48,20241029/20241029.csv,1619,136
48,20241016/20241016.csv,3580,137
48,20241011/20241011.csv,2991,144
48,20241018/20241018.csv,2541,144
48,20241027/20241027.csv,3472,152
48,20241020/20241020.csv,5566,157
48,20241021/20241021.csv,3860,158
48,20241019/20241019.csv,2921,161
48,20241026/20241026.csv,3359,163
48,20241010/20241010.csv,1979,168
48,20241028/20241028.csv,1941,169
48,20241017/20241017.csv,2030,171
48,20241004/20241004.csv,2427,175
48,20241003/20241003.csv,1339,176
48,20241002/20241002.csv,1,176
48,20241005/20241005.csv,3940,183
49,20241012/20241012.csv,4762,55
49,20241015/20241015.csv,6788,101
49,20241023/20241023.csv,6264,127
49,20241024/20241024.csv,7271,146
49,20241025/20241025.csv,6526,168
49,20241022/20241022.csv,4748,176
49,20241014/20241014.csv,10895,191
49,20241013/20241013.csv,14672,202
49,20241007/20241007.csv,3550,204
49,20241006/20241006.csv,1424,204
49,20241008/20241008.csv,5247,212
49,20241029/20241029.csv,4182,217
49,20241016/20241016.csv,5983,220
49,20241011/20241011.csv,4829,232
49,20241018/20241018.csv,4997,239
49,20241027/20241027.csv,8610,247
49,20241020/20241020.csv,13815,258
49,20241021/20241021.csv,5573,261
49,20241019/20241019.csv,6456,265
49,20241026/20241026.csv,5687,271
49,20241010/20241010.csv,4674,277
49,20241028/20241028.csv,6573,281
49,20241017/20241017.csv,4783,284
49,20241004/20241004.csv,3875,287
49,20241002/20241002.csv,6,287
49,20241005/20241005.csv,10728,289
50,20241012/20241012.csv,7681,52
50,20241015/20241015.csv,5659,62
50,20241023/20241023.csv,4527,70
50,20241024/20241024.csv,3676,75
50,20241025/20241025.csv,4677,87
50,20241022/20241022.csv,5239,92
50,20241014/20241014.csv,9567,108
50,20241013/20241013.csv,8719,118
50,20241009/20241009.csv,6084,124
50,20241007/20241007.csv,3878,130
50,20241006/20241006.csv,5505,133
50,20241008/20241008.csv,3951,137
50,20241029/20241029.csv,1670,138
50,20241016/20241016.csv,7235,141
50,20241011/20241011.csv,4486,145
50,20241018/20241018.csv,4639,147
50,20241027/20241027.csv,7103,154
50,20241020/20241020.csv,7392,162
50,20241021/20241021.csv,4477,166
50,20241019/20241019.csv,6130,173
50,20241026/20241026.csv,6391,176
50,20241010/20241010.csv,4857,180
50,20241028/20241028.csv,4614,183
50,20241017/20241017.csv,3920,185
50,20241004/20241004.csv,2788,188
50,20241002/20241002.csv,11,188
50,20241005/20241005.csv,6312,191
51,20241012/20241012.csv,46104,112
51,20241015/20241015.csv,39625,154
51,20241023/20241023.csv,39817,174
51,20241024/20241024.csv,40545,190
51,20241025/20241025.csv,44042,209
51,20241022/20241022.csv,33198,222
51,20241014/20241014.csv,42851,241
51,20241013/20241013.csv,57257,261
51,20240913/20240913.csv,1,261
51,20241009/20241009.csv,36917,272
51,20241007/20241007.csv,38871,285
51,20241006/20241006.csv,39905,300
51,20241008/20241008.csv,31896,305
51,20241029/20241029.csv,20747,310
51,20241016/20241016.csv,39061,318
51,20241011/20241011.csv,41672,325
51,20241018/20241018.csv,38612,329
51,20241027/20241027.csv,50742,335
51,20241020/20241020.csv,43702,346
51,20241021/20241021.csv,40497,348
51,20241019/20241019.csv,46072,352
51,20241026/20241026.csv,41395,361
51,20241010/20241010.csv,30992,362
51,20241028/20241028.csv,43478,368
51,20241017/20241017.csv,35897,371
51,20241004/20241004.csv,44397,375
51,20241003/20241003.csv,28293,379
51,20241002/20241002.csv,20,379
51,20241005/20241005.csv,37688,394
52,20241012/20241012.csv,59172,140
52,20240930/20240930.csv,12968,158
52,20241015/20241015.csv,35110,177
52,20241023/20241023.csv,34987,199
52,20241024/20241024.csv,44829,222
52,20241025/20241025.csv,51312,236
52,20241022/20241022.csv,38993,259
52,20241014/20241014.csv,59932,282
52,20241013/20241013.csv,69607,306
52,20241009/20241009.csv,30557,313
52,20241007/20241007.csv,32056,318
52,20241006/20241006.csv,57352,331
52,20241001/20241001.csv,30635,334
52,20241008/20241008.csv,37598,343
52,20241029/20241029.csv,20469,347
52,20241016/20241016.csv,33574,356
52,20241011/20241011.csv,42561,364
52,20241018/20241018.csv,39261,370
52,20241027/20241027.csv,49951,375
52,20241020/20241020.csv,55327,386
52,20241021/20241021.csv,42764,391
52,20241019/20241019.csv,46767,399
52,20241026/20241026.csv,50673,410
52,20241010/20241010.csv,35813,416
52,20241028/20241028.csv,43330,421
52,20241017/20241017.csv,40603,427
52,20241004/20241004.csv,43847,428
52,20241003/20241003.csv,47612,430
52,20241002/20241002.csv,32989,432
52,20241005/20241005.csv,48397,434
53,20241012/20241012.csv,25857,129
53,20240930/20240930.csv,4342,139
53,20241015/20241015.csv,12705,173
53,20241023/20241023.csv,11962,197
53,20241024/20241024.csv,12249,213
53,20241025/20241025.csv,14700,231
53,20241022/20241022.csv,14038,241
53,20241014/20241014.csv,28261,261
53,20241013/20241013.csv,32220,287
53,20241009/20241009.csv,16158,300
53,20241007/20241007.csv,11274,309
53,20241006/20241006.csv,22050,321
53,20241001/20241001.csv,10123,329
53,20241008/20241008.csv,13802,335
53,20241029/20241029.csv,6112,339
53,20241016/20241016.csv,14167,344
53,20241011/20241011.csv,15209,350
53,20241018/20241018.csv,14420,353
53,20241027/20241027.csv,24242,364
53,20241020/20241020.csv,24462,368
53,20241021/20241021.csv,12016,373
53,20241019/20241019.csv,19405,382
53,20241026/20241026.csv,23214,386
53,20241010/20241010.csv,11633,389
53,20241028/20241028.csv,11232,393
53,20241017/20241017.csv,13210,398
53,20241004/20241004.csv,14731,405
53,20241003/20241003.csv,10760,406
53,20241002/20241002.csv,10919,408
53,20241005/20241005.csv,18126,416
54,20241012/20241012.csv,70140,142
54,20240930/20240930.csv,14919,160
54,20241015/20241015.csv,29146,174
54,20241023/20241023.csv,15996,186
54,20241024/20241024.csv,11204,203
54,20241022/20241022.csv,25309,216
54,20241014/20241014.csv,63339,239
54,20241013/20241013.csv,101855,260
54,20240827/20240827.csv,1,260
54,20241009/20241009.csv,21023,264
54,20240925/20240925.csv,12300,268
54,20241007/20241007.csv,11577,269
54,20241006/20241006.csv,29140,281
54,20241001/20241001.csv,16343,287
54,20240924/20240924.csv,5476,287
54,20241008/20241008.csv,17880,292
54,20241016/20241016.csv,25903,296
54,20241011/20241011.csv,24448,301
54,20241018/20241018.csv,18971,312
54,20241020/20241020.csv,62818,324
54,20241021/20241021.csv,25682,328
54,20241019/20241019.csv,35686,331
54,20241010/20241010.csv,17156,332
54,20241017/20241017.csv,21701,334
54,20240928/20240928.csv,47834,339
54,20241004/20241004.csv,10567,340
54,20241003/20241003.csv,10534,342
54,20240926/20240926.csv,16021,345
54,20241002/20241002.csv,11603,346
54,20240927/20240927.csv,18323,347
54,20241005/20241005.csv,32262,353
54,20240929/20240929.csv,40721,356
55,20241012/20241012.csv,11553,50
55,20240930/20240930.csv,2410,59
55,20241015/20241015.csv,2527,70
55,20241023/20241023.csv,2157,79
55,20241024/20241024.csv,1627,83
55,20241022/20241022.csv,2618,91
55,20241014/20241014.csv,10419,102
55,20241013/20241013.csv,16720,116
55,20240913/20240913.csv,5,117
55,20241009/20241009.csv,2344,118
55,20240925/20240925.csv,3208,122
55,20241007/20241007.csv,2188,125
55,20241006/20241006.csv,11382,135
55,20241001/20241001.csv,2257,135
55,20240924/20240924.csv,588,138
55,20241008/20241008.csv,1482,143
55,20241016/20241016.csv,2300,144
55,20241011/20241011.csv,3421,147
55,20241018/20241018.csv,3543,150
55,20241020/20241020.csv,7938,157
55,20241021/20241021.csv,2868,159
55,20241019/20241019.csv,4597,164
55,20241010/20241010.csv,2651,167
55,20241017/20241017.csv,3838,169
55,20240928/20240928.csv,7645,177
55,20241004/20241004.csv,1420,177
55,20241003/20241003.csv,1546,177
55,20240926/20240926.csv,2430,181
55,20241002/20241002.csv,1178,182
55,20240927/20240927.csv,3645,186
55,20241005/20241005.csv,8626,190
55,20240929/20240929.csv,6235,195
56,20241012/20241012.csv,96766,217
56,20240930/20240930.csv,43107,252
56,20241015/20241015.csv,55242,275
56,20241023/20241023.csv,3766,278
56,20241024/20241024.csv,26182,296
56,20241022/20241022.csv,38691,311
56,20241014/20241014.csv,86104,347
56,20241013/20241013.csv,118186,392
56,20240913/20240913.csv,1,392
56,20241009/20241009.csv,1609,394
56,20240925/20240925.csv,4486,394
56,20241007/20241007.csv,57669,414
56,20241006/20241006.csv,77686,438
56,20241001/20241001.csv,24497,443
56,20240924/20240924.csv,17222,448
56,20241008/20241008.csv,39193,452
56,20241016/20241016.csv,42684,459
56,20241011/20241011.csv,58429,477
56,20241018/20241018.csv,45676,486
56,20241020/20241020.csv,72637,502
56,20241021/20241021.csv,58790,512
56,20241019/20241019.csv,89953,530
56,20241010/20241010.csv,41687,537
56,20241017/20241017.csv,38143,546
56,20240928/20240928.csv,81701,557
56,20241004/20241004.csv,52532,567
56,20241003/20241003.csv,35025,573
56,20240926/20240926.csv,46523,580
56,20241002/20241002.csv,28419,593
56,20240927/20240927.csv,54407,601
56,20241005/20241005.csv,67024,609
56,20240929/20240929.csv,77627,626
57,20241012/20241012.csv,3309,52
57,20240930/20240930.csv,1192,59
57,20241015/20241015.csv,1703,77
57,20241023/20241023.csv,1402,81
57,20241024/20241024.csv,675,83
57,20241022/20241022.csv,1195,92
57,20241014/20241014.csv,3334,111
57,20241013/20241013.csv,5095,124
57,20241009/20241009.csv,1197,124
57,20240925/20240925.csv,1395,128
57,20241007/20241007.csv,967,132
57,20241006/20241006.csv,2848,137
57,20241001/20241001.csv,1107,141
57,20240924/20240924.csv,181,141
57,20241008/20241008.csv,803,142
57,20241016/20241016.csv,943,144
57,20241011/20241011.csv,1517,147
57,20241018/20241018.csv,1310,155
57,20241020/20241020.csv,2661,162
57,20241021/20241021.csv,1477,166
57,20241019/20241019.csv,1571,167
57,20241010/20241010.csv,1090,172
57,20241017/20241017.csv,1375,175
57,20240928/20240928.csv,3976,178
57,20241004/20241004.csv,960,185
57,20241003/20241003.csv,930,186
57,20240926/20240926.csv,1271,190
57,20241002/20241002.csv,977,191
57,20240927/20240927.csv,2269,197
57,20241005/20241005.csv,2305,200
57,20240929/20240929.csv,3366,201
58,20241012/20241012.csv,9831,87
58,20240930/20240930.csv,2940,109
58,20241015/20241015.csv,4861,125
58,20241023/20241023.csv,5832,135
58,20241024/20241024.csv,1805,137
58,20241022/20241022.csv,5481,152
58,20241014/20241014.csv,8819,168
58,20241013/20241013.csv,11696,191
58,20241009/20241009.csv,3924,197
58,20240925/20240925.csv,5787,206
58,20241007/20241007.csv,4248,210
58,20241006/20241006.csv,6754,214
58,20241001/20241001.csv,4314,222
58,20240924/20240924.csv,1199,222
58,20241008/20241008.csv,3866,224
58,20241016/20241016.csv,3405,229
58,20241011/20241011.csv,4287,234
58,20241018/20241018.csv,4928,239
58,20241020/20241020.csv,7553,248
58,20241021/20241021.csv,8155,252
58,20241019/20241019.csv,8403,258
58,20241010/20241010.csv,3880,259
58,20241017/20241017.csv,5921,265
58,20240928/20240928.csv,9932,273
58,20241004/20241004.csv,3306,273
58,20241003/20241003.csv,3181,274
58,20240926/20240926.csv,6215,275
58,20241002/20241002.csv,3736,284
58,20240927/20240927.csv,6059,287
58,20241005/20241005.csv,6440,297
58,20240929/20240929.csv,7898,300
59,20241012/20241012.csv,15095,91
59,20240930/20240930.csv,1926,97
59,20241015/20241015.csv,3768,109
59,20241023/20241023.csv,3247,115
59,20241024/20241024.csv,2274,119
59,20241022/20241022.csv,3312,130
59,20241014/20241014.csv,7306,142
59,20241013/20241013.csv,13073,170
59,20241009/20241009.csv,2859,174
59,20241007/20241007.csv,1783,176
59,20241006/20241006.csv,4865,184
59,20241001/20241001.csv,1707,187
59,20241008/20241008.csv,2005,190
59,20241016/20241016.csv,3477,191
59,20241011/20241011.csv,3297,196
59,20241018/20241018.csv,3740,199
59,20241020/20241020.csv,5172,203
59,20241021/20241021.csv,3706,208
59,20241019/20241019.csv,4018,212
59,20241010/20241010.csv,3770,217
59,20241017/20241017.csv,3544,218
59,20240928/20240928.csv,5380,223
59,20241004/20241004.csv,2064,225
